member_id,signup_date,cohort_month,total_orders,total_revenue,avg_aov,category_mix,membership_type,region,acquisition_channel,months_active
TM100134,2025-04-19,2025-04,22,1451.09,65.96,Pantry:36.0|Snacks:14.5|Vitamins:7.9|Beauty:18.7|Fresh:6.4|Beverages:8.6|Household:7.8,Annual,Midwest,Referral,5
TM100135,2025-04-06,2025-04,9,595.23,66.14,Pantry:35.2|Snacks:14.2|Vitamins:15.1|Beauty:12.8|Fresh:0.6|Beverages:12.5|Household:9.6,Monthly,Southeast,Referral,3
TM100136,2025-04-02,2025-04,10,686.27,68.63,Pantry:34.3|Snacks:17.8|Vitamins:9.2|Beauty:16.1|Fresh:3.4|Beverages:10.9|Household:8.3,Annual,Midwest,Referral,3
TM100137,2025-04-26,2025-04,32,2064.39,64.51,Pantry:42.2|Snacks:15.6|Vitamins:7.1|Beauty:10.3|Fresh:3.0|Beverages:16.5|Household:5.4,Annual,Southwest,Referral,7
TM100138,2025-04-19,2025-04,4,254.24,63.56,Pantry:40.8|Snacks:12.4|Vitamins:9.3|Beauty:13.0|Fresh:1.9|Beverages:13.8|Household:8.8,Annual,Southwest,Referral,1
TM100139,2025-04-04,2025-04,12,657.25,54.77,Pantry:35.2|Snacks:19.2|Vitamins:16.3|Beauty:4.7|Fresh:3.1|Beverages:12.6|Household:8.9,Monthly,Southeast,Email,3
TM100140,2025-04-03,2025-04,3,201.3,67.1,Pantry:26.8|Snacks:21.4|Vitamins:17.0|Beauty:10.4|Fresh:3.6|Beverages:8.9|Household:12.0,Monthly,Southwest,Organic,1
TM100141,2025-04-15,2025-04,30,1984.25,66.14,Pantry:33.7|Snacks:19.5|Vitamins:11.5|Beauty:7.9|Fresh:2.3|Beverages:16.1|Household:9.0,Annual,Southeast,Referral,6
TM100142,2025-04-10,2025-04,5,291.3,58.26,Pantry:33.3|Snacks:23.9|Vitamins:8.2|Beauty:14.3|Fresh:5.7|Beverages:10.6|Household:4.1,Annual,West,Paid Social,1
TM100143,2025-04-03,2025-04,9,484.02,53.78,Pantry:30.3|Snacks:22.7|Vitamins:9.2|Beauty:8.2|Fresh:2.3|Beverages:13.9|Household:13.4,Monthly,West,Paid Social,3
TM100144,2025-04-13,2025-04,9,652.36,72.48,Pantry:42.3|Snacks:15.8|Vitamins:6.3|Beauty:10.9|Fresh:0.9|Beverages:12.1|Household:11.7,Annual,Northeast,Referral,2
TM100145,2025-04-16,2025-04,48,3132.89,65.27,Pantry:38.5|Snacks:15.2|Vitamins:11.4|Beauty:9.0|Fresh:5.6|Beverages:16.0|Household:4.4,Annual,Southwest,Referral,9
TM100146,2025-04-26,2025-04,3,186.63,62.21,Pantry:28.9|Snacks:16.5|Vitamins:15.4|Beauty:12.5|Fresh:3.9|Beverages:14.6|Household:8.3,Monthly,Northeast,Referral,1
TM100147,2025-04-02,2025-04,16,942.58,58.91,Pantry:38.3|Snacks:19.6|Vitamins:15.2|Beauty:14.4|Fresh:2.6|Beverages:6.6|Household:3.3,Monthly,Northeast,Paid Social,4
TM100148,2025-04-26,2025-04,23,1475.75,64.16,Pantry:45.0|Snacks:17.0|Vitamins:7.3|Beauty:9.2|Fresh:0.8|Beverages:7.6|Household:13.3,Annual,Midwest,Organic,5
TM100149,2025-04-19,2025-04,8,564.83,70.6,Pantry:41.6|Snacks:16.3|Vitamins:16.3|Beauty:8.9|Fresh:1.0|Beverages:5.6|Household:10.4,Annual,Southwest,Referral,2
TM100150,2025-04-27,2025-04,10,507.65,50.77,Pantry:37.9|Snacks:16.3|Vitamins:7.0|Beauty:9.9|Fresh:1.9|Beverages:13.3|Household:13.6,Monthly,Northeast,Paid Social,2
TM100151,2025-04-13,2025-04,29,1599.62,55.16,Pantry:42.1|Snacks:26.0|Vitamins:7.2|Beauty:6.9|Fresh:1.7|Beverages:8.0|Household:8.1,Annual,Northeast,Influencer,7
TM100152,2025-04-24,2025-04,8,552.0,69.0,Pantry:35.0|Snacks:26.4|Vitamins:9.0|Beauty:7.7|Fresh:1.3|Beverages:8.8|Household:11.8,Annual,Northeast,Organic,2
TM100153,2025-04-09,2025-04,40,2471.25,61.78,Pantry:42.6|Snacks:18.0|Vitamins:12.1|Beauty:10.8|Fresh:1.1|Beverages:6.7|Household:8.6,Annual,Southeast,Email,8
TM100154,2025-04-19,2025-04,22,1405.18,63.87,Pantry:33.8|Snacks:16.1|Vitamins:12.0|Beauty:16.1|Fresh:0.2|Beverages:12.7|Household:9.1,Annual,West,Organic,5
TM100155,2025-04-24,2025-04,6,313.41,52.24,Pantry:31.6|Snacks:22.0|Vitamins:9.2|Beauty:16.0|Fresh:0.9|Beverages:13.2|Household:7.1,Annual,West,Influencer,2
TM100156,2025-04-12,2025-04,20,1262.38,63.12,Pantry:35.4|Snacks:22.7|Vitamins:6.6|Beauty:6.4|Fresh:4.1|Beverages:13.5|Household:11.3,Annual,Southwest,Email,4
TM100157,2025-04-23,2025-04,15,923.79,61.59,Pantry:41.0|Snacks:21.9|Vitamins:5.6|Beauty:13.9|Fresh:1.6|Beverages:8.2|Household:7.8,Annual,Southeast,SEM,4
TM100158,2025-04-02,2025-04,8,419.44,52.43,Pantry:30.4|Snacks:17.7|Vitamins:19.5|Beauty:10.5|Fresh:2.8|Beverages:11.7|Household:7.4,Monthly,West,Influencer,2
TM100159,2025-04-15,2025-04,8,511.09,63.89,Pantry:43.3|Snacks:16.5|Vitamins:8.4|Beauty:8.5|Fresh:2.8|Beverages:10.8|Household:9.8,Annual,Southwest,Referral,2
TM100160,2025-04-07,2025-04,22,1419.01,64.5,Pantry:32.5|Snacks:13.5|Vitamins:20.6|Beauty:16.4|Fresh:1.4|Beverages:9.2|Household:6.4,Annual,West,Referral,4
TM100161,2025-04-23,2025-04,3,168.18,56.06,Pantry:30.5|Snacks:13.6|Vitamins:17.4|Beauty:8.2|Fresh:3.4|Beverages:16.3|Household:10.6,Annual,West,Paid Social,1
TM100162,2025-04-09,2025-04,20,1390.78,69.54,Pantry:39.3|Snacks:15.5|Vitamins:16.1|Beauty:11.4|Fresh:1.9|Beverages:9.0|Household:6.9,Annual,Southwest,Referral,4
TM100163,2025-04-23,2025-04,12,697.7,58.14,Pantry:38.3|Snacks:19.1|Vitamins:19.2|Beauty:8.1|Fresh:2.2|Beverages:9.5|Household:3.5,Monthly,Northeast,Paid Social,3
TM100164,2025-04-24,2025-04,10,622.9,62.29,Pantry:34.1|Snacks:13.9|Vitamins:15.7|Beauty:12.2|Fresh:1.7|Beverages:11.2|Household:11.2,Monthly,Southwest,Email,2
TM100165,2025-04-02,2025-04,21,1211.4,57.69,Pantry:41.0|Snacks:11.4|Vitamins:17.4|Beauty:10.5|Fresh:4.5|Beverages:9.2|Household:6.0,Monthly,West,SEM,5
TM100166,2025-04-15,2025-04,5,262.9,52.58,Pantry:46.8|Snacks:15.0|Vitamins:7.5|Beauty:10.3|Fresh:6.1|Beverages:10.0|Household:4.3,Annual,Northeast,SEM,1
TM100167,2025-04-18,2025-04,4,245.4,61.35,Pantry:44.1|Snacks:13.9|Vitamins:12.8|Beauty:11.2|Fresh:2.6|Beverages:11.8|Household:3.7,Monthly,West,Paid Social,1
TM100168,2025-04-07,2025-04,29,1877.32,64.74,Pantry:33.5|Snacks:13.9|Vitamins:16.3|Beauty:14.7|Fresh:1.7|Beverages:13.8|Household:6.1,Annual,West,Organic,6
TM100169,2025-04-22,2025-04,11,704.03,64.0,Pantry:38.9|Snacks:11.7|Vitamins:18.4|Beauty:8.5|Fresh:3.0|Beverages:6.1|Household:13.4,Monthly,Northeast,Organic,3
TM100170,2025-04-07,2025-04,22,1387.01,63.05,Pantry:35.5|Snacks:26.2|Vitamins:8.3|Beauty:16.0|Fresh:0.8|Beverages:8.1|Household:5.2,Monthly,West,Organic,5
TM100171,2025-04-22,2025-04,4,279.84,69.96,Pantry:39.5|Snacks:14.1|Vitamins:15.4|Beauty:9.5|Fresh:6.3|Beverages:11.2|Household:4.1,Monthly,Northeast,Referral,1
TM100172,2025-04-27,2025-04,5,281.4,56.28,Pantry:37.5|Snacks:21.8|Vitamins:14.0|Beauty:10.0|Fresh:5.1|Beverages:8.0|Household:3.6,Annual,Midwest,Organic,1
TM100173,2025-04-12,2025-04,6,373.89,62.31,Pantry:30.0|Snacks:19.7|Vitamins:10.3|Beauty:15.5|Fresh:5.3|Beverages:8.5|Household:10.7,Annual,Southwest,Organic,2
TM100174,2025-04-20,2025-04,12,718.24,59.85,Pantry:39.6|Snacks:20.1|Vitamins:6.3|Beauty:14.1|Fresh:2.4|Beverages:10.7|Household:6.9,Annual,Southwest,SEM,3
TM100175,2025-04-17,2025-04,3,168.63,56.21,Pantry:36.5|Snacks:23.3|Vitamins:12.1|Beauty:6.4|Fresh:3.7|Beverages:5.8|Household:12.2,Annual,West,Paid Social,1
TM100176,2025-04-05,2025-04,4,215.28,53.82,Pantry:35.9|Snacks:17.7|Vitamins:10.8|Beauty:12.5|Fresh:2.4|Beverages:11.8|Household:8.9,Annual,Midwest,Influencer,1
TM100177,2025-04-26,2025-04,14,854.07,61.01,Pantry:46.0|Snacks:12.3|Vitamins:9.2|Beauty:13.3|Fresh:2.3|Beverages:8.5|Household:8.3,Annual,Northeast,SEM,3
TM100178,2025-04-10,2025-04,6,414.66,69.11,Pantry:33.7|Snacks:19.0|Vitamins:15.5|Beauty:6.3|Fresh:0.6|Beverages:14.0|Household:10.9,Annual,Midwest,Referral,1
TM100179,2025-04-11,2025-04,7,435.92,62.27,Pantry:36.5|Snacks:16.7|Vitamins:14.4|Beauty:13.0|Fresh:0.6|Beverages:13.4|Household:5.3,Annual,Southeast,SEM,2
TM100180,2025-04-04,2025-04,13,703.94,54.15,Pantry:35.2|Snacks:12.6|Vitamins:17.6|Beauty:9.2|Fresh:2.4|Beverages:13.2|Household:9.7,Annual,Northeast,Paid Social,3
TM100181,2025-04-06,2025-04,9,461.21,51.25,Pantry:35.9|Snacks:18.1|Vitamins:6.2|Beauty:15.9|Fresh:4.6|Beverages:10.9|Household:8.4,Annual,Southeast,Influencer,2
TM100182,2025-04-28,2025-04,21,1222.31,58.21,Pantry:36.6|Snacks:13.4|Vitamins:11.9|Beauty:13.8|Fresh:4.3|Beverages:9.2|Household:10.7,Annual,Northeast,Influencer,4
TM100183,2025-04-19,2025-04,15,815.9,54.39,Pantry:41.8|Snacks:17.1|Vitamins:14.9|Beauty:8.7|Fresh:0.6|Beverages:9.1|Household:7.8,Monthly,Midwest,Paid Social,3
TM100184,2025-04-25,2025-04,5,285.75,57.15,Pantry:41.1|Snacks:21.5|Vitamins:12.9|Beauty:5.7|Fresh:0.8|Beverages:12.8|Household:5.2,Monthly,Southeast,Email,1
TM100185,2025-04-26,2025-04,10,567.42,56.74,Pantry:35.9|Snacks:17.8|Vitamins:15.4|Beauty:11.7|Fresh:2.7|Beverages:7.0|Household:9.5,Monthly,Southeast,SEM,3
TM100186,2025-04-25,2025-04,15,727.5,48.5,Pantry:31.6|Snacks:17.8|Vitamins:15.0|Beauty:12.2|Fresh:4.2|Beverages:11.1|Household:8.1,Monthly,West,Influencer,3
TM100187,2025-04-11,2025-04,13,839.23,64.56,Pantry:35.3|Snacks:14.5|Vitamins:19.5|Beauty:6.2|Fresh:2.8|Beverages:17.5|Household:4.1,Monthly,West,Referral,4
TM100188,2025-04-17,2025-04,4,265.36,66.34,Pantry:40.6|Snacks:17.3|Vitamins:18.3|Beauty:9.9|Fresh:1.3|Beverages:8.3|Household:4.4,Monthly,Southeast,Referral,1
TM100189,2025-04-13,2025-04,28,1775.82,63.42,Pantry:31.6|Snacks:16.1|Vitamins:16.1|Beauty:10.9|Fresh:1.5|Beverages:13.1|Household:10.6,Annual,Southwest,Organic,5
TM100190,2025-04-18,2025-04,9,533.37,59.26,Pantry:33.7|Snacks:20.4|Vitamins:10.5|Beauty:6.7|Fresh:0.5|Beverages:16.8|Household:11.4,Monthly,West,Paid Social,2
TM100191,2025-04-22,2025-04,4,276.84,69.21,Pantry:29.3|Snacks:20.8|Vitamins:17.1|Beauty:13.0|Fresh:2.3|Beverages:13.7|Household:3.8,Annual,Southeast,Organic,1
TM100192,2025-04-06,2025-04,43,2757.71,64.13,Pantry:37.6|Snacks:18.4|Vitamins:9.2|Beauty:15.2|Fresh:2.0|Beverages:14.1|Household:3.5,Annual,Southwest,Organic,8
TM100193,2025-04-18,2025-04,8,534.26,66.78,Pantry:43.8|Snacks:11.3|Vitamins:18.2|Beauty:7.1|Fresh:0.2|Beverages:12.0|Household:7.3,Annual,Southwest,Referral,2
TM100194,2025-04-18,2025-04,12,662.71,55.23,Pantry:26.7|Snacks:18.9|Vitamins:15.5|Beauty:13.0|Fresh:4.5|Beverages:14.4|Household:6.9,Annual,Southeast,Email,3
TM100195,2025-04-12,2025-04,13,785.79,60.45,Pantry:40.6|Snacks:14.6|Vitamins:11.5|Beauty:11.8|Fresh:1.6|Beverages:11.4|Household:8.5,Monthly,West,Organic,3
TM100196,2025-04-04,2025-04,9,536.52,59.61,Pantry:33.8|Snacks:20.2|Vitamins:10.3|Beauty:10.9|Fresh:2.5|Beverages:14.2|Household:8.2,Monthly,West,SEM,2
TM100197,2025-04-05,2025-04,16,1012.28,63.27,Pantry:42.5|Snacks:14.6|Vitamins:6.4|Beauty:8.9|Fresh:5.2|Beverages:12.1|Household:10.3,Annual,Northeast,Organic,4
TM100198,2025-04-24,2025-04,12,692.72,57.73,Pantry:42.0|Snacks:13.5|Vitamins:8.2|Beauty:12.3|Fresh:3.3|Beverages:15.8|Household:5.0,Annual,Southeast,Paid Social,3
TM100199,2025-04-27,2025-04,20,1357.22,67.86,Pantry:32.3|Snacks:21.0|Vitamins:13.9|Beauty:11.9|Fresh:2.1|Beverages:9.7|Household:9.2,Annual,West,Referral,5
TM100200,2025-04-04,2025-04,20,1164.44,58.22,Pantry:32.6|Snacks:14.2|Vitamins:15.3|Beauty:15.8|Fresh:4.0|Beverages:10.9|Household:7.1,Annual,Northeast,Organic,4
TM100201,2025-04-17,2025-04,62,4260.02,68.71,Pantry:46.1|Snacks:20.4|Vitamins:7.0|Beauty:10.4|Fresh:0.8|Beverages:6.1|Household:9.1,Annual,West,Referral,12
TM100202,2025-04-21,2025-04,10,496.1,49.61,Pantry:30.3|Snacks:17.9|Vitamins:7.6|Beauty:12.5|Fresh:4.7|Beverages:15.8|Household:11.3,Monthly,Midwest,Influencer,2
TM100203,2025-04-28,2025-04,8,461.52,57.69,Pantry:35.6|Snacks:20.1|Vitamins:15.2|Beauty:10.3|Fresh:2.0|Beverages:7.2|Household:9.5,Annual,Northeast,Paid Social,2
TM100204,2025-04-28,2025-04,42,2608.66,62.11,Pantry:35.1|Snacks:19.2|Vitamins:9.5|Beauty:9.3|Fresh:2.0|Beverages:13.9|Household:11.1,Annual,Midwest,Organic,8
TM100205,2025-04-01,2025-04,3,161.58,53.86,Pantry:34.1|Snacks:15.4|Vitamins:13.4|Beauty:13.2|Fresh:3.9|Beverages:7.3|Household:12.8,Annual,West,SEM,1
TM100206,2025-04-17,2025-04,22,1244.34,56.56,Pantry:36.8|Snacks:14.5|Vitamins:15.8|Beauty:15.2|Fresh:1.7|Beverages:6.2|Household:9.8,Monthly,Midwest,SEM,5
TM100207,2025-04-27,2025-04,9,502.8,55.87,Pantry:36.9|Snacks:20.3|Vitamins:14.0|Beauty:14.7|Fresh:0.4|Beverages:7.0|Household:6.6,Annual,Southeast,Influencer,2
TM100208,2025-04-09,2025-04,9,585.64,65.07,Pantry:33.9|Snacks:19.7|Vitamins:15.0|Beauty:12.3|Fresh:2.1|Beverages:7.6|Household:9.4,Annual,Southwest,Referral,2
TM100209,2025-04-21,2025-04,8,484.44,60.55,Pantry:45.5|Snacks:17.9|Vitamins:12.7|Beauty:12.5|Fresh:0.2|Beverages:7.1|Household:4.2,Monthly,Midwest,SEM,2
TM100210,2025-04-07,2025-04,15,893.26,59.55,Pantry:32.6|Snacks:16.2|Vitamins:9.3|Beauty:12.7|Fresh:1.1|Beverages:14.7|Household:13.4,Annual,Southeast,SEM,4
TM100211,2025-04-18,2025-04,31,2147.47,69.27,Pantry:39.2|Snacks:17.4|Vitamins:10.9|Beauty:13.4|Fresh:0.7|Beverages:11.0|Household:7.3,Annual,Southeast,Referral,7
TM100212,2025-04-05,2025-04,24,1503.0,62.62,Pantry:38.4|Snacks:14.8|Vitamins:16.7|Beauty:10.3|Fresh:5.1|Beverages:9.2|Household:5.5,Annual,Northeast,Organic,6
TM100213,2025-04-21,2025-04,9,521.02,57.89,Pantry:40.4|Snacks:20.6|Vitamins:12.2|Beauty:5.6|Fresh:2.3|Beverages:6.9|Household:12.1,Monthly,Northeast,Email,2
TM100214,2025-04-19,2025-04,21,1322.55,62.98,Pantry:35.6|Snacks:21.1|Vitamins:10.1|Beauty:9.7|Fresh:1.9|Beverages:12.6|Household:9.0,Monthly,Northeast,Referral,5
TM100215,2025-04-11,2025-04,15,1033.89,68.93,Pantry:35.1|Snacks:20.5|Vitamins:14.5|Beauty:15.8|Fresh:0.4|Beverages:7.7|Household:5.9,Annual,West,Referral,4
TM100216,2025-04-03,2025-04,9,537.89,59.77,Pantry:35.5|Snacks:13.9|Vitamins:6.0|Beauty:13.9|Fresh:3.8|Beverages:16.4|Household:10.6,Monthly,Midwest,Influencer,2
TM100217,2025-04-27,2025-04,13,798.51,61.42,Pantry:39.2|Snacks:23.2|Vitamins:10.2|Beauty:8.4|Fresh:1.6|Beverages:12.7|Household:4.7,Annual,West,Organic,3
TM100218,2025-04-21,2025-04,4,286.28,71.57,Pantry:36.6|Snacks:14.7|Vitamins:11.9|Beauty:16.2|Fresh:3.9|Beverages:7.5|Household:9.3,Annual,Southwest,Organic,1
TM100219,2025-04-23,2025-04,11,582.25,52.93,Pantry:35.0|Snacks:12.9|Vitamins:15.1|Beauty:16.1|Fresh:0.9|Beverages:10.1|Household:10.0,Monthly,Midwest,Influencer,3
TM100220,2025-04-15,2025-04,35,2189.17,62.55,Pantry:45.0|Snacks:21.2|Vitamins:11.0|Beauty:8.9|Fresh:0.4|Beverages:8.2|Household:5.2,Monthly,Midwest,Email,8
TM100221,2025-04-27,2025-04,34,2194.57,64.55,Pantry:40.8|Snacks:23.2|Vitamins:6.2|Beauty:13.8|Fresh:0.4|Beverages:10.5|Household:5.1,Annual,Southeast,Referral,7
TM100222,2025-04-16,2025-04,4,244.44,61.11,Pantry:34.6|Snacks:20.6|Vitamins:5.9|Beauty:10.5|Fresh:4.2|Beverages:11.2|Household:12.9,Annual,West,Paid Social,1
TM100223,2025-04-14,2025-04,10,570.1,57.01,Pantry:38.3|Snacks:16.1|Vitamins:11.5|Beauty:6.6|Fresh:4.0|Beverages:17.5|Household:6.1,Monthly,Northeast,Paid Social,2
TM100224,2025-04-26,2025-04,18,972.41,54.02,Pantry:32.4|Snacks:20.0|Vitamins:17.0|Beauty:10.6|Fresh:0.3|Beverages:10.8|Household:8.8,Annual,West,Paid Social,4
TM100225,2025-04-12,2025-04,15,884.95,59.0,Pantry:43.7|Snacks:18.0|Vitamins:12.1|Beauty:9.0|Fresh:4.0|Beverages:7.8|Household:5.3,Annual,Southwest,Organic,3
TM100226,2025-04-06,2025-04,3,147.51,49.17,Pantry:36.1|Snacks:17.9|Vitamins:11.1|Beauty:11.4|Fresh:0.0|Beverages:15.0|Household:8.5,Annual,Northeast,Paid Social,1
TM100227,2025-04-06,2025-04,14,772.33,55.17,Pantry:36.8|Snacks:18.8|Vitamins:11.6|Beauty:7.5|Fresh:4.1|Beverages:6.8|Household:14.4,Annual,Southwest,SEM,3
TM100228,2025-04-27,2025-04,12,728.64,60.72,Pantry:35.6|Snacks:17.8|Vitamins:15.9|Beauty:7.0|Fresh:5.7|Beverages:8.8|Household:9.2,Annual,Midwest,SEM,2
TM100229,2025-04-04,2025-04,9,555.83,61.76,Pantry:36.6|Snacks:17.4|Vitamins:15.5|Beauty:14.2|Fresh:0.4|Beverages:7.6|Household:8.2,Monthly,West,Organic,2
TM100230,2025-04-06,2025-04,8,423.77,52.97,Pantry:31.2|Snacks:20.7|Vitamins:11.3|Beauty:11.3|Fresh:3.9|Beverages:16.2|Household:5.3,Annual,West,Influencer,2
TM100231,2025-04-18,2025-04,8,558.84,69.86,Pantry:34.3|Snacks:19.4|Vitamins:17.3|Beauty:9.1|Fresh:1.3|Beverages:11.5|Household:7.0,Annual,Southeast,Referral,2
TM100232,2025-04-27,2025-04,9,523.03,58.11,Pantry:38.7|Snacks:10.2|Vitamins:17.9|Beauty:7.2|Fresh:1.6|Beverages:12.8|Household:11.6,Annual,Northeast,Email,2
TM100233,2025-04-19,2025-04,23,1238.8,53.86,Pantry:36.4|Snacks:17.8|Vitamins:12.2|Beauty:13.7|Fresh:2.9|Beverages:7.8|Household:9.3,Annual,Midwest,Paid Social,6
TM100234,2025-04-02,2025-04,7,408.69,58.38,Pantry:34.4|Snacks:21.6|Vitamins:15.5|Beauty:6.2|Fresh:4.7|Beverages:10.7|Household:7.0,Monthly,Northeast,Paid Social,2
TM100235,2025-04-18,2025-04,9,546.94,60.77,Pantry:31.2|Snacks:18.0|Vitamins:18.0|Beauty:7.7|Fresh:2.0|Beverages:11.6|Household:11.5,Annual,Southwest,Paid Social,2
TM100236,2025-04-14,2025-04,14,800.28,57.16,Pantry:40.2|Snacks:15.8|Vitamins:10.4|Beauty:11.4|Fresh:4.2|Beverages:13.2|Household:4.9,Annual,Midwest,Paid Social,3
TM100237,2025-04-20,2025-04,13,739.25,56.87,Pantry:43.3|Snacks:14.4|Vitamins:11.5|Beauty:14.6|Fresh:5.0|Beverages:7.1|Household:4.1,Annual,Southwest,Paid Social,3
TM100238,2025-04-05,2025-04,7,382.11,54.59,Pantry:33.8|Snacks:19.8|Vitamins:9.2|Beauty:12.3|Fresh:1.6|Beverages:11.8|Household:11.5,Monthly,Northeast,Email,2
TM100239,2025-04-13,2025-04,5,228.7,45.74,Pantry:33.5|Snacks:16.3|Vitamins:18.5|Beauty:13.6|Fresh:0.3|Beverages:14.0|Household:3.7,Monthly,Southwest,Influencer,1
TM100240,2025-04-17,2025-04,17,856.73,50.4,Pantry:39.7|Snacks:12.9|Vitamins:8.9|Beauty:17.1|Fresh:3.3|Beverages:14.2|Household:3.9,Monthly,Northeast,Influencer,4
TM100241,2025-04-22,2025-04,19,1122.6,59.08,Pantry:43.1|Snacks:14.0|Vitamins:10.4|Beauty:9.8|Fresh:0.8|Beverages:13.5|Household:8.4,Annual,Southeast,Paid Social,4
TM100242,2025-04-05,2025-04,12,743.04,61.92,Pantry:36.1|Snacks:17.6|Vitamins:14.4|Beauty:7.3|Fresh:0.7|Beverages:12.3|Household:11.5,Annual,West,Referral,2
TM100243,2025-04-05,2025-04,20,1189.41,59.47,Pantry:32.7|Snacks:20.9|Vitamins:17.3|Beauty:12.6|Fresh:4.1|Beverages:7.2|Household:5.2,Monthly,Southeast,Paid Social,5
TM100244,2025-04-24,2025-04,22,1329.57,60.43,Pantry:37.6|Snacks:17.1|Vitamins:7.5|Beauty:17.6|Fresh:0.1|Beverages:10.7|Household:9.3,Monthly,Southeast,Organic,5
TM100245,2025-04-13,2025-04,5,298.7,59.74,Pantry:39.6|Snacks:17.0|Vitamins:13.4|Beauty:9.1|Fresh:2.5|Beverages:6.6|Household:11.8,Annual,West,Influencer,1
TM100246,2025-04-13,2025-04,10,526.2,52.62,Pantry:32.8|Snacks:21.1|Vitamins:16.9|Beauty:7.7|Fresh:2.8|Beverages:15.3|Household:3.5,Annual,Northeast,Influencer,2
TM100247,2025-04-17,2025-04,54,3547.88,65.7,Pantry:40.6|Snacks:20.6|Vitamins:15.1|Beauty:6.6|Fresh:0.6|Beverages:10.0|Household:6.6,Annual,West,Referral,10
TM100248,2025-04-10,2025-04,12,690.97,57.58,Pantry:32.2|Snacks:13.8|Vitamins:17.6|Beauty:6.5|Fresh:1.8|Beverages:14.4|Household:13.7,Monthly,Northeast,Influencer,3
TM100249,2025-04-27,2025-04,22,1511.74,68.72,Pantry:37.0|Snacks:13.0|Vitamins:15.2|Beauty:8.8|Fresh:3.2|Beverages:13.3|Household:9.5,Annual,West,Referral,4
TM100250,2025-04-09,2025-04,41,2673.43,65.21,Pantry:38.5|Snacks:13.6|Vitamins:13.3|Beauty:13.2|Fresh:1.8|Beverages:8.0|Household:11.6,Annual,West,Organic,8
TM100251,2025-04-05,2025-04,17,1073.51,63.15,Pantry:40.6|Snacks:13.7|Vitamins:13.2|Beauty:8.3|Fresh:2.7|Beverages:15.2|Household:6.3,Annual,West,Paid Social,3
TM100252,2025-04-11,2025-04,6,384.24,64.04,Pantry:28.6|Snacks:19.8|Vitamins:7.4|Beauty:15.2|Fresh:4.5|Beverages:16.9|Household:7.6,Annual,Southeast,Referral,2
TM100253,2025-04-27,2025-04,8,458.12,57.27,Pantry:36.3|Snacks:21.0|Vitamins:7.1|Beauty:9.1|Fresh:2.2|Beverages:11.7|Household:12.7,Monthly,West,Paid Social,2
TM100254,2025-04-24,2025-04,3,197.94,65.98,Pantry:32.9|Snacks:17.9|Vitamins:16.9|Beauty:10.6|Fresh:1.7|Beverages:13.1|Household:6.9,Annual,Southwest,Organic,1
TM100255,2025-04-14,2025-04,17,1042.87,61.35,Pantry:33.6|Snacks:18.7|Vitamins:17.7|Beauty:13.6|Fresh:3.8|Beverages:8.9|Household:3.6,Annual,Midwest,Organic,5
TM100256,2025-04-16,2025-04,4,234.68,58.67,Pantry:34.3|Snacks:13.2|Vitamins:17.7|Beauty:14.8|Fresh:5.3|Beverages:11.0|Household:3.7,Monthly,Southwest,Organic,1
TM100257,2025-04-15,2025-04,4,263.84,65.96,Pantry:28.0|Snacks:21.1|Vitamins:16.2|Beauty:14.8|Fresh:3.5|Beverages:6.5|Household:9.8,Annual,Southwest,Email,1
TM100258,2025-04-25,2025-04,11,613.61,55.78,Pantry:31.1|Snacks:23.4|Vitamins:16.3|Beauty:8.7|Fresh:1.2|Beverages:9.7|Household:9.6,Monthly,West,Paid Social,3
TM100259,2025-04-07,2025-04,41,2202.87,53.73,Pantry:36.2|Snacks:21.1|Vitamins:13.4|Beauty:12.1|Fresh:2.3|Beverages:8.7|Household:6.1,Annual,West,Paid Social,8
TM100260,2025-04-16,2025-04,4,218.6,54.65,Pantry:29.7|Snacks:22.1|Vitamins:15.8|Beauty:6.7|Fresh:1.7|Beverages:12.9|Household:11.1,Monthly,Midwest,Influencer,1
TM100261,2025-04-16,2025-04,4,232.48,58.12,Pantry:43.4|Snacks:15.6|Vitamins:18.1|Beauty:9.2|Fresh:2.7|Beverages:6.3|Household:4.5,Annual,Northeast,Organic,1
TM100262,2025-04-27,2025-04,12,634.91,52.91,Pantry:34.7|Snacks:16.8|Vitamins:14.6|Beauty:11.7|Fresh:5.5|Beverages:9.9|Household:6.8,Annual,Southeast,Paid Social,3
TM100263,2025-04-10,2025-04,6,341.49,56.91,Pantry:40.6|Snacks:22.8|Vitamins:7.4|Beauty:12.5|Fresh:1.9|Beverages:6.8|Household:8.0,Annual,Northeast,Influencer,2
TM100264,2025-04-25,2025-04,4,231.56,57.89,Pantry:40.6|Snacks:12.6|Vitamins:9.2|Beauty:7.5|Fresh:3.4|Beverages:14.7|Household:12.1,Annual,West,Email,1
TM100265,2025-04-10,2025-04,31,2028.22,65.43,Pantry:28.5|Snacks:22.9|Vitamins:19.3|Beauty:5.5|Fresh:3.1|Beverages:16.3|Household:4.4,Annual,Midwest,Organic,6
TM100266,2025-04-05,2025-04,26,1463.94,56.31,Pantry:29.3|Snacks:20.7|Vitamins:8.0|Beauty:16.1|Fresh:3.8|Beverages:17.2|Household:4.9,Annual,Southeast,SEM,5
